Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,204382,-,-,-,44.57,-123.22,-8,56,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2016,1,1,0,30,0,0,0,-6,-3,1010,41,0.8,0.13
2016,1,1,1,30,0,0,0,-6,-2,1010,40,0.8,0.13
2016,1,1,2,30,0,0,0,-6,-2,1010,40,0.8,0.13
2016,1,1,3,30,0,0,0,-6,-2,1010,38,0.8,0.13
2016,1,1,4,30,0,0,0,-6,-2,1010,37,0.8,0.13
2016,1,1,5,30,0,0,0,-6,-2,1010,41,0.8,0.13
2016,1,1,6,30,0,0,0,-6,-2,1010,46,0.7000000000000001,0.13
2016,1,1,7,30,0,0,0,-6,-1,1010,54,0.7000000000000001,0.13
2016,1,1,8,30,543,22,70,-5,0,1010,56,1.1,0.13
2016,1,1,9,30,777,37,206,-5,0,1010,58,1.5,0.13
2016,1,1,10,30,872,45,317,-4,2,1010,73,1.6,0.13
2016,1,1,11,30,912,48,384,-3,3,1010,82,1.7000000000000002,0.13
2016,1,1,12,30,919,49,399,-2,4,1010,83,1.6,0.13
2016,1,1,13,30,892,49,359,-2,4,1000,80,1.4000000000000001,0.13
2016,1,1,14,30,830,43,270,-1,3,1000,76,1.1,0.13
2016,1,1,15,30,690,33,144,-1,1,1000,76,0.9,0.13
2016,1,1,16,30,294,10,16,-3,0,1000,74,0.9,0.13
2016,1,1,17,30,0,0,0,-4,-1,1000,81,0.8,0.13
2016,1,1,18,30,0,0,0,-5,-1,1000,89,0.8,0.13
2016,1,1,19,30,0,0,0,-5,-2,1000,88,0.7000000000000001,0.13
2016,1,1,20,30,0,0,0,-6,-2,1000,89,0.7000000000000001,0.13
2016,1,1,21,30,0,0,0,-6,-2,1000,87,0.7000000000000001,0.13
2016,1,1,22,30,0,0,0,-6,-2,1000,84,0.7000000000000001,0.13
2016,1,1,23,30,0,0,0,-6,-2,1000,82,0.7000000000000001,0.13
2016,1,2,0,30,0,0,0,-6,-3,1000,78,0.8,0.13
2016,1,2,1,30,0,0,0,-6,-3,1000,77,0.7000000000000001,0.13
2016,1,2,2,30,0,0,0,-6,-3,1000,79,0.7000000000000001,0.13
2016,1,2,3,30,0,0,0,-6,-3,1000,82,0.6000000000000001,0.13
2016,1,2,4,30,0,0,0,-6,-3,1000,79,0.7000000000000001,0.13
2016,1,2,5,30,0,0,0,-7,-4,1000,72,0.9,0.13
2016,1,2,6,30,0,0,0,-8,-4,1000,68,1.1,0.13
2016,1,2,7,30,0,0,0,-8,-4,1000,67,1.2000000000000002,0.13
2016,1,2,8,30,462,26,66,-8,-3,1000,67,1.3,0.13
2016,1,2,9,30,710,47,201,-7,-2,1000,70,1.4000000000000001,0.13
2016,1,2,10,30,811,58,312,-7,0,1000,92,1.5,0.13
2016,1,2,11,30,854,64,379,-6,1,1000,102,1.5,0.13
2016,1,2,12,30,860,65,394,-5,2,1000,92,1.4000000000000001,0.13
2016,1,2,13,30,833,63,354,-4,2,1000,87,1.1,0.13
2016,1,2,14,30,762,55,266,-3,1,1000,85,0.7000000000000001,0.13
2016,1,2,15,30,604,41,140,-1,0,1000,76,0.6000000000000001,0.13
2016,1,2,16,30,184,12,16,-3,0,1000,74,0.7000000000000001,0.13
2016,1,2,17,30,0,0,0,-4,-1,1000,78,0.8,0.13
2016,1,2,18,30,0,0,0,-4,-2,1000,76,0.7000000000000001,0.13
2016,1,2,19,30,0,0,0,-5,-2,1000,74,0.7000000000000001,0.13
2016,1,2,20,30,0,0,0,-5,-2,1000,65,0.8,0.13
2016,1,2,21,30,0,0,0,-6,-3,1000,59,0.8,0.13
2016,1,2,22,30,0,0,0,-7,-4,1000,55,0.7000000000000001,0.13
2016,1,2,23,30,0,0,0,-8,-5,1000,56,0.7000000000000001,0.13
2016,1,3,0,30,0,0,0,-8,-6,990,60,0.8,0.13
2016,1,3,1,30,0,0,0,-8,-6,990,63,0.8,0.13
2016,1,3,2,30,0,0,0,-8,-5,990,62,0.9,0.13
2016,1,3,3,30,0,0,0,-7,-4,990,72,0.8,0.13
2016,1,3,4,30,0,0,0,-5,-2,990,77,0.7000000000000001,0.13
2016,1,3,5,30,0,0,0,-4,-2,990,66,0.7000000000000001,0.13
2016,1,3,6,30,0,0,0,-3,-1,990,64,0.7000000000000001,0.13
2016,1,3,7,30,0,0,0,-2,0,990,68,0.8,0.13
2016,1,3,8,30,0,13,13,-1,0,990,75,0.8,0.13
2016,1,3,9,30,0,44,44,0,1,990,81,0.7000000000000001,0.13
2016,1,3,10,30,0,71,71,1,2,990,87,0.6000000000000001,0.13
2016,1,3,11,30,0,85,85,1,2,990,97,0.6000000000000001,0.13
2016,1,3,12,30,0,57,57,2,3,990,113,0.7000000000000001,0.13
2016,1,3,13,30,0,92,92,2,3,990,113,0.7000000000000001,0.13
2016,1,3,14,30,0,69,69,1,2,990,102,0.7000000000000001,0.13
2016,1,3,15,30,0,36,36,1,2,990,100,0.7000000000000001,0.13
2016,1,3,16,30,0,4,4,1,2,990,115,0.7000000000000001,0.13
2016,1,3,17,30,0,0,0,1,2,990,140,0.7000000000000001,0.13
2016,1,3,18,30,0,0,0,1,2,990,156,0.8,0.13
2016,1,3,19,30,0,0,0,1,2,990,162,0.8,0.13
2016,1,3,20,30,0,0,0,1,2,990,162,0.7000000000000001,0.13
2016,1,3,21,30,0,0,0,1,2,990,158,0.7000000000000001,0.13
2016,1,3,22,30,0,0,0,1,1,990,154,0.7000000000000001,0.13
2016,1,3,23,30,0,0,0,0,1,990,149,0.6000000000000001,0.13
2016,1,4,0,30,0,0,0,0,1,990,147,0.6000000000000001,0.13
2016,1,4,1,30,0,0,0,0,1,990,144,0.6000000000000001,0.13
2016,1,4,2,30,0,0,0,0,1,990,143,0.6000000000000001,0.13
2016,1,4,3,30,0,0,0,0,1,990,141,0.7000000000000001,0.13
2016,1,4,4,30,0,0,0,0,1,990,140,0.9,0.13
2016,1,4,5,30,0,0,0,0,0,990,136,1,0.13
2016,1,4,6,30,0,0,0,0,0,990,131,1,0.13
2016,1,4,7,30,0,0,0,0,0,990,128,1,0.13
2016,1,4,8,30,0,29,29,0,1,990,125,1.1,0.13
2016,1,4,9,30,42,83,93,0,1,990,114,1,0.13
2016,1,4,10,30,60,129,148,1,2,990,98,1,0.13
2016,1,4,11,30,0,112,112,1,2,990,90,0.9,0.13
2016,1,4,12,30,0,102,102,2,3,980,81,0.9,0.13
2016,1,4,13,30,0,104,104,2,3,980,74,0.9,0.13
2016,1,4,14,30,0,76,76,2,3,980,74,0.7000000000000001,0.13
2016,1,4,15,30,0,39,39,1,2,980,73,0.5,0.13
2016,1,4,16,30,0,4,4,1,2,980,76,0.5,0.13
2016,1,4,17,30,0,0,0,1,2,980,81,0.6000000000000001,0.13
2016,1,4,18,30,0,0,0,1,2,980,96,0.6000000000000001,0.13
2016,1,4,19,30,0,0,0,1,1,980,98,0.6000000000000001,0.13
2016,1,4,20,30,0,0,0,0,1,980,112,0.6000000000000001,0.13
2016,1,4,21,30,0,0,0,0,1,980,124,0.6000000000000001,0.13
2016,1,4,22,30,0,0,0,1,1,980,110,0.6000000000000001,0.13
2016,1,4,23,30,0,0,0,1,1,980,104,0.6000000000000001,0.13
2016,1,5,0,30,0,0,0,1,1,980,114,0.7000000000000001,0.13
2016,1,5,1,30,0,0,0,1,1,980,116,0.7000000000000001,0.13
2016,1,5,2,30,0,0,0,1,1,980,98,0.7000000000000001,0.13
2016,1,5,3,30,0,0,0,1,2,980,95,0.7000000000000001,0.13
2016,1,5,4,30,0,0,0,1,2,980,97,0.7000000000000001,0.13
2016,1,5,5,30,0,0,0,2,3,980,154,0.8,0.13
2016,1,5,6,30,0,0,0,2,2,980,170,0.9,0.13
2016,1,5,7,30,0,0,0,2,2,980,169,0.9,0.13
2016,1,5,8,30,0,10,10,2,4,980,168,0.8,0.13
2016,1,5,9,30,0,31,31,4,6,980,155,0.7000000000000001,0.13
2016,1,5,10,30,0,48,48,6,7,980,134,0.8,0.13
2016,1,5,11,30,131,159,209,7,8,980,127,0.9,0.13
2016,1,5,12,30,64,161,186,8,9,980,120,0.8,0.13
2016,1,5,13,30,0,36,36,7,8,980,125,0.6000000000000001,0.13
2016,1,5,14,30,0,27,27,6,7,980,129,0.6000000000000001,0.13
2016,1,5,15,30,549,42,136,4,5,980,132,0.8,0.13
2016,1,5,16,30,0,18,18,2,3,980,139,0.9,0.13
2016,1,5,17,30,0,0,0,2,3,980,146,0.9,0.13
2016,1,5,18,30,0,0,0,2,4,980,154,0.9,0.13
2016,1,5,19,30,0,0,0,2,4,980,160,1,0.13
2016,1,5,20,30,0,0,0,2,3,980,163,0.9,0.13
2016,1,5,21,30,0,0,0,2,3,980,151,0.9,0.13
2016,1,5,22,30,0,0,0,2,3,980,140,0.8,0.13
2016,1,5,23,30,0,0,0,2,2,980,134,0.8,0.13
2016,1,6,0,30,0,0,0,1,2,980,128,0.9,0.13
2016,1,6,1,30,0,0,0,1,2,980,118,0.8,0.13
2016,1,6,2,30,0,0,0,1,2,980,103,0.8,0.13
2016,1,6,3,30,0,0,0,0,1,980,91,0.8,0.13
2016,1,6,4,30,0,0,0,0,1,980,80,0.7000000000000001,0.13
2016,1,6,5,30,0,0,0,0,1,980,79,0.6000000000000001,0.13
2016,1,6,6,30,0,0,0,0,1,980,81,0.6000000000000001,0.13
2016,1,6,7,30,0,0,0,0,1,980,86,0.7000000000000001,0.13
2016,1,6,8,30,0,20,20,0,1,980,85,1.2000000000000002,0.13
2016,1,6,9,30,0,62,62,1,2,980,82,1.5,0.13
2016,1,6,10,30,0,98,98,2,4,980,80,1.6,0.13
2016,1,6,11,30,50,152,171,4,5,980,76,1.5,0.13
2016,1,6,12,30,56,160,182,4,6,980,78,1.3,0.13
2016,1,6,13,30,0,84,84,6,7,980,86,0.8,0.13
2016,1,6,14,30,0,63,63,6,6,980,100,0.5,0.13
2016,1,6,15,30,0,34,34,4,5,980,111,0.6000000000000001,0.13
2016,1,6,16,30,0,4,4,4,5,980,110,0.7000000000000001,0.13
2016,1,6,17,30,0,0,0,4,4,980,113,0.8,0.13
2016,1,6,18,30,0,0,0,3,4,980,109,0.9,0.13
2016,1,6,19,30,0,0,0,3,5,990,106,1,0.13
2016,1,6,20,30,0,0,0,3,5,990,104,0.9,0.13
2016,1,6,21,30,0,0,0,2,5,990,101,0.8,0.13
2016,1,6,22,30,0,0,0,2,6,990,103,0.7000000000000001,0.13
2016,1,6,23,30,0,0,0,2,7,990,118,0.6000000000000001,0.13
2016,1,7,0,30,0,0,0,3,6,990,142,0.6000000000000001,0.13
2016,1,7,1,30,0,0,0,3,5,990,143,0.7000000000000001,0.13
2016,1,7,2,30,0,0,0,2,4,990,135,0.9,0.13
2016,1,7,3,30,0,0,0,2,3,990,130,1.1,0.13
2016,1,7,4,30,0,0,0,1,2,990,133,1.1,0.13
2016,1,7,5,30,0,0,0,1,2,990,135,1.1,0.13
2016,1,7,6,30,0,0,0,1,2,990,132,1.1,0.13
2016,1,7,7,30,0,0,0,1,2,990,128,0.9,0.13
2016,1,7,8,30,355,28,60,2,3,990,128,0.8,0.13
2016,1,7,9,30,626,50,188,4,6,990,129,0.9,0.13
2016,1,7,10,30,35,125,136,5,7,990,126,1.1,0.13
2016,1,7,11,30,43,151,168,6,8,990,142,1.1,0.13
2016,1,7,12,30,43,159,176,6,9,990,157,1.1,0.13
2016,1,7,13,30,42,145,160,6,10,990,162,0.9,0.13
2016,1,7,14,30,737,54,266,6,9,990,158,0.6000000000000001,0.13
2016,1,7,15,30,596,40,146,5,8,990,137,0.6000000000000001,0.13
2016,1,7,16,30,234,14,22,3,6,990,96,0.8,0.13
2016,1,7,17,30,0,0,0,2,5,990,91,1,0.13
2016,1,7,18,30,0,0,0,1,4,990,101,1.1,0.13
2016,1,7,19,30,0,0,0,1,3,990,115,1.1,0.13
2016,1,7,20,30,0,0,0,1,2,1000,136,1,0.13
2016,1,7,21,30,0,0,0,0,1,1000,155,0.9,0.13
2016,1,7,22,30,0,0,0,0,1,1000,166,0.8,0.13
2016,1,7,23,30,0,0,0,0,1,1000,169,0.8,0.13
2016,1,8,0,30,0,0,0,0,1,1000,172,0.8,0.13
2016,1,8,1,30,0,0,0,0,1,1000,177,0.7000000000000001,0.13
2016,1,8,2,30,0,0,0,0,0,1000,176,0.7000000000000001,0.13
2016,1,8,3,30,0,0,0,0,0,1000,163,0.7000000000000001,0.13
2016,1,8,4,30,0,0,0,0,1,1000,152,0.7000000000000001,0.13
2016,1,8,5,30,0,0,0,0,1,1000,145,0.7000000000000001,0.13
2016,1,8,6,30,0,0,0,0,1,1000,144,0.6000000000000001,0.13
2016,1,8,7,30,0,0,0,0,1,1000,140,0.6000000000000001,0.13
2016,1,8,8,30,448,24,65,0,2,1000,137,0.8,0.13
2016,1,8,9,30,705,41,198,1,4,1000,132,1.1,0.13
2016,1,8,10,30,813,49,309,3,6,1000,116,1,0.13
2016,1,8,11,30,859,52,378,4,8,1000,116,1,0.13
2016,1,8,12,30,870,53,395,5,9,1000,138,1.1,0.13
2016,1,8,13,30,846,52,360,5,10,1000,144,0.9,0.13
2016,1,8,14,30,785,47,275,6,9,1000,144,0.7000000000000001,0.13
2016,1,8,15,30,649,36,153,6,8,1000,138,0.7000000000000001,0.13
2016,1,8,16,30,0,25,25,3,7,1000,131,1,0.13
2016,1,8,17,30,0,0,0,3,6,1000,134,1.1,0.13
2016,1,8,18,30,0,0,0,3,5,1000,140,1,0.13
2016,1,8,19,30,0,0,0,3,4,1000,143,0.8,0.13
2016,1,8,20,30,0,0,0,2,4,1000,144,0.8,0.13
2016,1,8,21,30,0,0,0,2,4,1000,144,0.7000000000000001,0.13
2016,1,8,22,30,0,0,0,2,3,1000,134,0.7000000000000001,0.13
2016,1,8,23,30,0,0,0,2,3,1000,127,0.6000000000000001,0.13
2016,1,9,0,30,0,0,0,2,3,1000,124,0.6000000000000001,0.13
2016,1,9,1,30,0,0,0,2,3,1000,123,0.6000000000000001,0.13
2016,1,9,2,30,0,0,0,2,3,1000,127,0.7000000000000001,0.13
2016,1,9,3,30,0,0,0,2,3,1000,127,0.7000000000000001,0.13
2016,1,9,4,30,0,0,0,2,3,1000,119,0.7000000000000001,0.13
2016,1,9,5,30,0,0,0,2,3,1000,113,0.7000000000000001,0.13
2016,1,9,6,30,0,0,0,2,3,1000,110,0.8,0.13
2016,1,9,7,30,0,0,0,2,3,1000,106,0.8,0.13
2016,1,9,8,30,395,26,62,3,4,1000,104,1,0.13
2016,1,9,9,30,642,47,190,4,5,1000,141,1.2000000000000002,0.13
2016,1,9,10,30,762,55,300,5,7,1000,161,1.5,0.13
2016,1,9,11,30,0,112,112,6,8,1000,176,1.8,0.13
2016,1,9,12,30,182,170,242,7,8,1000,187,1.9000000000000001,0.13
2016,1,9,13,30,54,149,169,8,9,1000,200,1.9000000000000001,0.13
2016,1,9,14,30,736,54,270,8,8,1000,208,1.3,0.13
2016,1,9,15,30,587,42,149,6,7,1000,208,0.7000000000000001,0.13
2016,1,9,16,30,208,17,25,4,5,1000,191,0.8,0.13
2016,1,9,17,30,0,0,0,4,5,1000,174,0.9,0.13
2016,1,9,18,30,0,0,0,4,4,1000,158,0.9,0.13
2016,1,9,19,30,0,0,0,2,4,1000,141,0.9,0.13
2016,1,9,20,30,0,0,0,2,4,1000,121,0.9,0.13
2016,1,9,21,30,0,0,0,2,3,1000,101,1,0.13
2016,1,9,22,30,0,0,0,2,2,1000,87,1,0.13
2016,1,9,23,30,0,0,0,1,2,1000,81,0.9,0.13
2016,1,10,0,30,0,0,0,1,2,1000,78,0.9,0.13
2016,1,10,1,30,0,0,0,0,1,1000,78,0.9,0.13
2016,1,10,2,30,0,0,0,0,0,1000,83,0.9,0.13
2016,1,10,3,30,0,0,0,0,0,1000,85,0.8,0.13
2016,1,10,4,30,0,0,0,0,0,1000,88,0.8,0.13
2016,1,10,5,30,0,0,0,0,0,1000,84,0.7000000000000001,0.13
2016,1,10,6,30,0,0,0,-1,0,1000,81,0.7000000000000001,0.13
2016,1,10,7,30,0,0,0,-1,0,1000,80,0.6000000000000001,0.13
2016,1,10,8,30,496,24,69,0,1,1000,81,0.8,0.13
2016,1,10,9,30,734,40,205,1,3,1000,82,0.8,0.13
2016,1,10,10,30,832,48,318,3,5,1000,79,0.6000000000000001,0.13
2016,1,10,11,30,874,52,387,4,8,1000,127,0.5,0.13
2016,1,10,12,30,881,54,404,5,9,1000,162,0.6000000000000001,0.13
2016,1,10,13,30,859,52,368,5,9,1000,142,0.7000000000000001,0.13
2016,1,10,14,30,799,47,284,6,9,1000,108,0.7000000000000001,0.13
2016,1,10,15,30,667,37,161,6,6,1000,94,0.7000000000000001,0.13
2016,1,10,16,30,330,15,30,4,4,1000,90,0.8,0.13
2016,1,10,17,30,0,0,0,2,4,1000,94,0.9,0.13
2016,1,10,18,30,0,0,0,2,3,1000,96,0.9,0.13
2016,1,10,19,30,0,0,0,1,2,1000,101,0.9,0.13
2016,1,10,20,30,0,0,0,1,2,1000,104,0.8,0.13
2016,1,10,21,30,0,0,0,0,1,1000,104,0.8,0.13
2016,1,10,22,30,0,0,0,0,1,1000,101,0.8,0.13
2016,1,10,23,30,0,0,0,0,1,1000,98,0.8,0.13
2016,1,11,0,30,0,0,0,0,1,1000,96,0.8,0.13
2016,1,11,1,30,0,0,0,0,1,1000,114,0.8,0.13
2016,1,11,2,30,0,0,0,0,1,1000,141,0.8,0.13
2016,1,11,3,30,0,0,0,0,2,1000,147,0.7000000000000001,0.13
2016,1,11,4,30,0,0,0,1,2,1000,145,0.6000000000000001,0.13
2016,1,11,5,30,0,0,0,2,3,1000,146,0.7000000000000001,0.13
2016,1,11,6,30,0,0,0,2,3,1000,147,0.9,0.13
2016,1,11,7,30,0,0,0,2,4,1000,154,1.1,0.13
2016,1,11,8,30,329,30,61,3,5,1000,159,1.4000000000000001,0.13
2016,1,11,9,30,579,56,187,5,6,1000,163,1.7000000000000002,0.13
2016,1,11,10,30,645,80,290,6,7,1000,167,1.8,0.13
2016,1,11,11,30,63,159,184,7,8,1000,170,1.8,0.13
2016,1,11,12,30,27,156,166,8,9,1000,179,1.8,0.13
2016,1,11,13,30,0,112,112,9,10,1000,187,1.5,0.13
2016,1,11,14,30,0,85,85,8,9,1000,185,1,0.13
2016,1,11,15,30,0,47,47,7,8,1000,179,0.7000000000000001,0.13
2016,1,11,16,30,0,8,8,7,7,1000,171,0.7000000000000001,0.13
2016,1,11,17,30,0,0,0,6,6,1000,163,0.7000000000000001,0.13
2016,1,11,18,30,0,0,0,6,6,1000,163,0.7000000000000001,0.13
2016,1,11,19,30,0,0,0,6,6,1000,156,0.7000000000000001,0.13
2016,1,11,20,30,0,0,0,6,6,1000,154,0.7000000000000001,0.13
2016,1,11,21,30,0,0,0,6,6,1000,152,0.7000000000000001,0.13
2016,1,11,22,30,0,0,0,6,7,1000,149,0.7000000000000001,0.13
2016,1,11,23,30,0,0,0,6,7,1000,140,0.7000000000000001,0.13
2016,1,12,0,30,0,0,0,6,7,1000,160,0.7000000000000001,0.13
2016,1,12,1,30,0,0,0,6,7,1000,158,0.9,0.13
2016,1,12,2,30,0,0,0,6,7,1000,157,1,0.13
2016,1,12,3,30,0,0,0,6,7,1000,149,0.9,0.13
2016,1,12,4,30,0,0,0,6,7,1000,144,1,0.13
2016,1,12,5,30,0,0,0,6,7,1000,140,1.2000000000000002,0.13
2016,1,12,6,30,0,0,0,6,7,1000,139,1.5,0.13
2016,1,12,7,30,0,0,0,6,7,1000,129,1.7000000000000002,0.13
2016,1,12,8,30,0,7,7,6,7,990,124,1.6,0.13
2016,1,12,9,30,0,23,23,6,7,990,129,1.7000000000000002,0.13
2016,1,12,10,30,0,37,37,7,8,990,131,1.6,0.13
2016,1,12,11,30,0,41,41,7,8,990,134,1.7000000000000002,0.13
2016,1,12,12,30,0,77,77,8,9,990,158,2,0.13
2016,1,12,13,30,0,62,62,9,10,990,166,2,0.13
2016,1,12,14,30,0,48,48,9,10,990,164,2.1,0.13
2016,1,12,15,30,0,27,27,9,10,990,166,2.4000000000000004,0.13
2016,1,12,16,30,0,5,5,9,10,990,170,2.7,0.13
2016,1,12,17,30,0,0,0,9,11,990,170,3,0.13
2016,1,12,18,30,0,0,0,9,11,990,175,3.1,0.13
2016,1,12,19,30,0,0,0,9,11,990,178,3,0.13
2016,1,12,20,30,0,0,0,9,11,990,178,2.9000000000000004,0.13
2016,1,12,21,30,0,0,0,9,11,990,182,3,0.13
2016,1,12,22,30,0,0,0,9,11,990,185,3.1,0.13
2016,1,12,23,30,0,0,0,9,10,990,190,2.7,0.13
2016,1,13,0,30,0,0,0,9,10,990,192,1.9000000000000001,0.13
2016,1,13,1,30,0,0,0,9,9,990,191,1.2000000000000002,0.13
2016,1,13,2,30,0,0,0,8,9,990,185,0.8,0.13
2016,1,13,3,30,0,0,0,8,9,980,179,0.5,0.13
2016,1,13,4,30,0,0,0,8,8,980,198,0.5,0.13
2016,1,13,5,30,0,0,0,8,8,980,200,0.6000000000000001,0.13
2016,1,13,6,30,0,0,0,8,8,990,196,0.5,0.13
2016,1,13,7,30,0,0,0,8,8,990,203,0.5,0.13
2016,1,13,8,30,0,18,18,8,8,990,225,0.4,0.13
2016,1,13,9,30,0,57,57,7,8,990,279,0.8,0.13
2016,1,13,10,30,0,89,89,6,7,990,303,1.8,0.13
2016,1,13,11,30,0,113,113,6,6,990,302,2.4000000000000004,0.13
2016,1,13,12,30,0,66,66,5,6,990,302,2.2,0.13
2016,1,13,13,30,59,155,177,5,7,990,295,1.8,0.13
2016,1,13,14,30,0,33,33,6,7,990,280,1.4000000000000001,0.13
2016,1,13,15,30,0,19,19,4,6,1000,265,0.9,0.13
2016,1,13,16,30,0,4,4,4,5,1000,246,0.7000000000000001,0.13
2016,1,13,17,30,0,0,0,4,5,1000,228,0.7000000000000001,0.13
2016,1,13,18,30,0,0,0,4,5,1000,218,0.8,0.13
2016,1,13,19,30,0,0,0,4,4,1000,215,0.8,0.13
2016,1,13,20,30,0,0,0,4,4,1000,211,0.7000000000000001,0.13
2016,1,13,21,30,0,0,0,4,4,1000,201,0.7000000000000001,0.13
2016,1,13,22,30,0,0,0,4,4,1000,194,0.6000000000000001,0.13
2016,1,13,23,30,0,0,0,2,4,1000,181,0.6000000000000001,0.13
2016,1,14,0,30,0,0,0,2,4,1000,164,0.6000000000000001,0.13
2016,1,14,1,30,0,0,0,2,4,1000,157,0.7000000000000001,0.13
2016,1,14,2,30,0,0,0,2,4,1000,162,1,0.13
2016,1,14,3,30,0,0,0,2,3,1000,155,1.2000000000000002,0.13
2016,1,14,4,30,0,0,0,2,3,1000,143,1.4000000000000001,0.13
2016,1,14,5,30,0,0,0,2,3,1000,129,1.4000000000000001,0.13
2016,1,14,6,30,0,0,0,2,3,1000,113,1.4000000000000001,0.13
2016,1,14,7,30,0,0,0,2,3,990,102,1.2000000000000002,0.13
2016,1,14,8,30,0,21,21,2,3,990,107,1.2000000000000002,0.13
2016,1,14,9,30,0,61,61,2,4,990,120,1.3,0.13
2016,1,14,10,30,0,97,97,2,4,990,110,1.6,0.13
2016,1,14,11,30,0,16,16,4,5,990,105,1.8,0.13
2016,1,14,12,30,0,98,98,4,5,990,96,1.8,0.13
2016,1,14,13,30,0,51,51,4,5,990,96,1.7000000000000002,0.13
2016,1,14,14,30,0,16,16,4,5,990,114,1.8,0.13
2016,1,14,15,30,0,9,9,4,5,990,144,1.6,0.13
2016,1,14,16,30,0,2,2,4,5,990,163,1.3,0.13
2016,1,14,17,30,0,0,0,4,5,990,170,1,0.13
2016,1,14,18,30,0,0,0,4,5,990,161,0.9,0.13
2016,1,14,19,30,0,0,0,4,5,990,154,0.9,0.13
2016,1,14,20,30,0,0,0,4,5,990,166,1.1,0.13
2016,1,14,21,30,0,0,0,4,5,990,197,1.4000000000000001,0.13
2016,1,14,22,30,0,0,0,4,5,990,198,1.4000000000000001,0.13
2016,1,14,23,30,0,0,0,4,5,990,199,1.3,0.13
2016,1,15,0,30,0,0,0,4,5,990,191,1,0.13
2016,1,15,1,30,0,0,0,4,5,990,197,0.8,0.13
2016,1,15,2,30,0,0,0,4,4,990,200,0.8,0.13
2016,1,15,3,30,0,0,0,4,4,990,192,0.8,0.13
2016,1,15,4,30,0,0,0,4,4,990,181,0.8,0.13
2016,1,15,5,30,0,0,0,4,5,990,169,0.9,0.13
2016,1,15,6,30,0,0,0,4,5,990,175,0.9,0.13
2016,1,15,7,30,0,0,0,4,5,1000,176,1.3,0.13
2016,1,15,8,30,320,35,67,4,5,1000,175,1.7000000000000002,0.13
2016,1,15,9,30,606,59,201,4,5,1000,176,1.8,0.13
2016,1,15,10,30,233,138,215,4,6,1000,172,2,0.13
2016,1,15,11,30,314,154,278,4,6,1000,166,2.1,0.13
2016,1,15,12,30,397,149,313,5,6,1000,170,1.9000000000000001,0.13
2016,1,15,13,30,330,146,273,5,7,1000,173,1.4000000000000001,0.13
2016,1,15,14,30,330,116,219,4,6,990,167,0.8,0.13
2016,1,15,15,30,272,72,127,4,5,990,155,0.6000000000000001,0.13
2016,1,15,16,30,124,22,29,4,5,990,151,0.7000000000000001,0.13
2016,1,15,17,30,0,0,0,4,5,990,154,0.8,0.13
2016,1,15,18,30,0,0,0,4,5,990,158,0.8,0.13
2016,1,15,19,30,0,0,0,4,5,990,159,1,0.13
2016,1,15,20,30,0,0,0,4,5,990,149,1.3,0.13
2016,1,15,21,30,0,0,0,4,4,990,140,1.8,0.13
2016,1,15,22,30,0,0,0,4,4,990,141,2,0.13
2016,1,15,23,30,0,0,0,4,4,990,146,2,0.13
2016,1,16,0,30,0,0,0,4,5,990,156,1.9000000000000001,0.13
2016,1,16,1,30,0,0,0,4,6,990,166,2,0.13
2016,1,16,2,30,0,0,0,6,7,990,168,2.1,0.13
2016,1,16,3,30,0,0,0,6,7,990,173,2,0.13
2016,1,16,4,30,0,0,0,7,8,990,182,2,0.13
2016,1,16,5,30,0,0,0,7,8,990,196,2.1,0.13
2016,1,16,6,30,0,0,0,7,8,990,204,1.8,0.13
2016,1,16,7,30,0,0,0,7,8,990,210,1.6,0.13
2016,1,16,8,30,0,1,1,8,9,990,209,2.1,0.13
2016,1,16,9,30,0,3,3,8,10,990,204,2.7,0.13
2016,1,16,10,30,0,5,5,9,10,990,204,3,0.13
2016,1,16,11,30,0,67,67,8,10,990,203,2.9000000000000004,0.13
2016,1,16,12,30,0,33,33,9,10,990,204,2.9000000000000004,0.13
2016,1,16,13,30,295,153,267,9,10,990,210,2.9000000000000004,0.13
2016,1,16,14,30,142,133,178,9,10,990,215,2.5,0.13
2016,1,16,15,30,121,81,105,8,9,990,215,1.7000000000000002,0.13
2016,1,16,16,30,30,23,25,7,7,1000,208,1.1,0.13
2016,1,16,17,30,0,0,0,6,7,1000,190,0.8,0.13
2016,1,16,18,30,0,0,0,6,7,1000,164,0.7000000000000001,0.13
2016,1,16,19,30,0,0,0,6,6,1000,151,0.7000000000000001,0.13
2016,1,16,20,30,0,0,0,6,6,1000,146,0.8,0.13
2016,1,16,21,30,0,0,0,6,6,990,140,0.9,0.13
2016,1,16,22,30,0,0,0,4,6,990,139,0.8,0.13
2016,1,16,23,30,0,0,0,4,6,990,139,0.8,0.13
2016,1,17,0,30,0,0,0,4,6,990,140,1,0.13
2016,1,17,1,30,0,0,0,5,6,990,138,1.5,0.13
